Code INSEE,Code Postal,Commune
60015,60250,ANGY
94079,94350,VILLIERS-SUR-MARNE
33517,33460,SOUSSANS
11088,11570,CAZILHAC
07086,07300,ETABLES
25284,25200,GRAND-CHARMONT
29133,29241,LOCQUIREC
32068,32380,CADEILHAN
80154,80200,BUSSU
86078,86400,CIVRAY
64028,64350,ANOYE
67551,67202,WOLFISHEIM
70277,70400,GRANGES-LE-BOURG
02162,02570,LA CHAPELLE-SUR-CHEZY
11203,11200,LEZIGNAN-CORBIERES
54163,54450,DOMJEVIN
11020,11330,AURIAC
07108,07160,JAUNAC
76297,76220,GANCOURT-SAINT-ETIENNE
2A142,20170,LEVIE
27647,27700,TOSNY
17196,17260,JAZENNES
80461,80450,LAMOTTE-BREBIERE
02284,02260,ERLOY
31327,31220,MAURAN
85004,85750,ANGLES
76138,76850,BRACQUETUIT
17343,17240,SAINT-GREGOIRE-D'ARDENNES
14511,14380,PONT-BELLANGER
31007,31230,AMBAX
45347,45300,VRIGNY
68112,68500,GUEBWILLER
25290,25380,LA GRANGE
35039,35530,BRECE
24580,24120,VILLAC
89031,89250,BEAUMONT
40315,40990,TETHIEU
72246,72110,PREVELLES
57719,57340,VILLERS-SUR-NIED
77006,77630,ARBONNE-LA-FORET
85218,85150,SAINT-GEORGES-DE-POINTINDOUX
38009,38150,ANJOU
11409,11330,VIGNEVIEILLE
34026,34210,BEAUFORT
50595,50330,LE THEIL
2B352,20279,VILLE-DI-PARASO
76670,76400,SENNEVILLE-SUR-FECAMP
80673,80310,RIENCOURT
02066,02440,BENAY
71479,71200,SAINT-SERNIN-DU-BOIS
35023,35137,BEDEE
53129,53410,LAUNAY-VILLIERS
17133,17260,CRAVANS
12025,12370,BELMONT-SUR-RANCE
24373,24500,SAINT-AUBIN-DE-CADELECH
40308,40180,SORT-EN-CHALOSSE
76631,76480,SAINT-PAER
51512,51240,SAINT-QUENTIN-SUR-COOLE
73276,73800,SAINT-PIERRE-DE-SOUCY
41090,41360,FORTAN
11359,11410,SAINT-MICHEL-DE-LANES
77524,77520,VIMPELLES
43216,43350,SAINT-PAULIEN
64387,64230,MOMAS
06090,06580,PEGOMAS
85301,85250,VENDRENNES
61458,61290,SAINT-VICTOR-DE-RENO
17015,17120,ARCES
02562,02290,NOUVRON-VINGRE
62681,62120,QUIESTEDE
27530,27390,SAINT-DENIS-D'AUGERONS
39101,39100,CHAMPVANS
23249,23460,SAINT-YRIEIX-LA-MONTAGNE
08038,08300,AVANCON
19098,19150,LAGARDE-ENVAL
2A240,20125,POGGIOLO
02784,02630,PETIT-VERLY
14152,14770,LA CHAPELLE-ENGERBOLD
57153,57680,CORNY-SUR-MOSELLE
14169,14480,COLOMBIERS-SUR-SEULLES
70340,70180,MEMBREY
63248,63210,NEBOUZAT
17323,17650,SAINT-DENIS-D'OLERON
95256,95740,FREPILLON
60326,60680,JONQUIERES
52353,52800,NOGENT
29146,29140,MELGVEN
86097,86160,LA FERRIERE-AIROUX
14695,14240,TORTEVAL-QUESNAY
52159,52240,CUVES
72373,72320,VIBRAYE
18256,18260,SUBLIGNY
63229,63190,MOISSAT
48129,48300,ROCLES
39284,39700,LAVANGEOT
34256,34160,SAINT-GENIES-DES-MOURGUES
16221,16140,MONS
17147,17770,ECOYEUX
62221,62127,CHELERS
56031,56330,CAMORS
32120,32430,ENCAUSSE
13032,13510,EGUILLES
65257,65380,LANNE
39164,39570,CONLIEGE
10267,10240,NOGENT-SUR-AUBE
62791,62270,SERICOURT
09291,09140,SENTENAC-D'OUST
35220,35150,PIRE-SUR-SEICHE
16017,16170,ANVILLE
89469,89260,PERCENEIGE
50238,50340,HEAUVILLE
11401,11350,TUCHAN
59068,59145,BERLAIMONT
89243,89120,MARCHAIS-BETON
61320,61120,ORVILLE
11241,11700,MONTBRUN-DES-CORBIERES
26215,26470,LA MOTTE-CHALANCON
10045,10140,BEUREY
19087,19170,GOURDON-MURAT
37152,37390,METTRAY
30355,30330,SAINT-PAUL-LES-FONTS
36217,36210,SEMBLECAY
14660,14640,SAINT-VAAST-EN-AUGE
22073,22320,LA HARMOYE
23024,23200,BLESSAC
62023,62157,ALLOUAGNE
14593,14130,SAINT-HYMER
59665,59380,WYLDER
34312,34260,LA TOUR-SUR-ORB
65255,65240,LANCON
67203,67170,HOCHSTETT
38041,38160,BESSINS
23222,23480,SAINT-MICHEL-DE-VEISSE
65427,65370,SIRADAN
72037,72600,BLEVES
02135,02620,BUIRONFOSSE
76456,76970,MOTTEVILLE
24101,24470,CHAMPS-ROMAIN
02012,02200,AMBRIEF
06076,06260,LIEUCHE
60186,60130,CUIGNIERES
2A196,20125,ORTO
62072,62123,BAILLEULMONT
94019,94430,CHENNEVIERES-SUR-MARNE
58078,58270,CIZELY
12160,12720,MOSTUEJOULS
02091,02160,BLANZY-LES-FISMES
85025,85600,LA BOISSIERE-DE-MONTAIGU
77164,77830,ECHOUBOULAINS
85147,85700,MONTOURNAIS
01245,01250,BOHAS-MEYRIAT-RIGNAT
62824,62140,TORTEFONTAINE
24489,24450,SAINT-PRIEST-LES-FOUGERES
62834,62140,VACQUERIETTE-ERQUIERES
25047,25110,BAUME-LES-DAMES
27638,27370,LE THUIT-SIGNOL
39240,39130,LE FRASNOIS
27495,27700,LA ROQUETTE
25453,25510,PIERREFONTAINE-LES-VARANS
33230,33620,LAPOUYADE
76747,76110,VIRVILLE
63351,63470,SAINT-GERMAIN-PRES-HERMENT
54219,54110,GELLENONCOURT
67210,67140,LE HOHWALD
36166,36240,PREAUX
70567,70400,VILLERS-SUR-SAULNOT
39057,39210,BLOIS-SUR-SEILLE
52407,52700,PREZ-SOUS-LAFAUCHE
83032,83570,CARCES
71148,71170,COUBLANC
49187,49500,MARANS
77398,77510,SABLONNIERES
67102,67117,DOSSENHEIM-KOCHERSBERG
52059,52360,BONNECOURT
49222,49610,MOZE-SUR-LOUET
15055,15100,COREN
57218,57420,FLEURY
86272,86540,THURE
62338,62840,FLEURBAIX
08206,08090,HAM-LES-MOINES
24453,24800,SAINT-MARTIN-DE-FRESSENGEAS
16232,16600,MORNAC
77026,77560,BEAUCHERY-SAINT-MARTIN
02318,02670,FOLEMBRAY
14524,14430,PUTOT-EN-AUGE
25468,25640,POULIGNEY-LUSANS
71351,71270,PIERRE-DE-BRESSE
54242,54113,GYE
66106,66480,MAUREILLAS-LAS-ILLAS
46223,46150,PONTCIRQ
67510,67170,WAHLENHEIM
55041,55000,BEHONNE
80515,80290,MARLERS
69389,69009,LYON--9E--ARRONDISSEMENT
31418,31130,PIN-BALMA
42103,42320,LA GRAND-CROIX
27273,27120,GADENCOURT
74079,74230,LES CLEFS
51534,51170,SERZY-ET-PRIN
38483,38510,SERMERIEU
49195,49280,MAZIERES-EN-MAUGES
67405,67480,ROESCHWOOG
21695,21450,LA VILLENEUVE-LES-CONVERS
02044,02140,BANCIGNY
70127,70360,CHANTES
62653,62126,PERNES-LES-BOULOGNE
18270,18190,VALLENAY
13066,13550,NOVES
14284,14700,FOURNEAUX-LE-VAL
95040,95450,AVERNES
67370,67290,PETERSBACH
22310,22140,SAINT-LAURENT
50148,50680,COUVAINS
64113,64270,BERGOUEY-VIELLENAVE
40255,40190,SAINT-CRICQ-VILLENEUVE
31118,31620,CASTELNAU-D'ESTRETEFONDS
09285,09140,SEIX
01342,01120,SAINTE-CROIX
59243,59157,FONTAINE-AU-PIRE
73086,73460,CLERY
51570,51210,LE THOULT-TROSNAY
52129,52110,CIREY-SUR-BLAISE
38290,38270,PACT
83153,83430,SAINT-MANDRIER-SUR-MER
49314,49110,SAINT-QUENTIN-EN-MAUGES
30193,30730,PARIGNARGUES
79158,79170,LUCHE-SUR-BRIOUX
27449,27510,PANILLEUSE
18010,18170,ARDENAIS
08339,08300,PERTHES
59324,59460,JEUMONT
14100,14680,BRETTEVILLE-SUR-LAIZE
21058,21570,BELAN-SUR-OURCE
16199,16600,MAGNAC-SUR-TOUVRE
78171,78113,CONDE-SUR-VESGRE
45317,45190,TAVERS
12050,12290,CANET-DE-SALARS
49078,49320,CHARCE-SAINT-ELLIER-SUR-AUBANCE
71014,71400,AUTUN
52457,52200,SAINT-VALLIER-SUR-MARNE
53237,53300,SAINT-MARS-SUR-COLMONT
24564,24600,VANXAINS
95252,95130,FRANCONVILLE
27303,27160,GUERNANVILLE
35117,35290,GAEL
67160,67360,GOERSDORF
19185,19150,SAINT-BONNET-AVALOUZE
64304,64990,LAHONCE
36219,36200,TENDU
82175,82400,SAINT-VINCENT-LESPINASSE
10412,10410,VILLECHETIF
80096,80130,BETHENCOURT-SUR-MER
26001,26150,AIX-EN-DIOIS
35156,35190,LONGAULNAY
34177,34980,MURLES
65470,65100,VIGER
54106,54370,BURES
53174,53100,PARIGNE-SUR-BRAYE
15076,15150,GLENAT
16040,16480,BERNEUIL
02787,02000,VERNEUIL-SUR-SERRE
67155,67140,GERTWILLER
22384,22460,UZEL
32073,32800,CAMPAGNE-D'ARMAGNAC
03113,03250,FERRIERES-SUR-SICHON
35189,35760,MONTGERMONT
14596,14350,SAINT-JEAN-DES-ESSARTIERS
17177,17160,LE GICQ
68268,68210,RETZWILLER
08005,08310,ALINCOURT
45204,45370,MEZIERES-LEZ-CLERY
57382,57400,LANGATTE
25492,25110,RILLANS
76047,76730,AUZOUVILLE-SUR-SAANE
14204,14450,CRICQUEVILLE-EN-BESSIN
88361,88490,PROVENCHERES-SUR-FAVE
12098,12190,ESTAING
59588,59229,TETEGHEM
35180,35190,MINIAC-SOUS-BECHEREL
51223,51290,ECOLLEMONT
17372,17500,SAINT-MEDARD
02823,02140,VOHARIES
52205,52800,FOULAIN
87115,87440,PENSOL
64548,64370,UZAN
19090,19320,GUMOND
63240,63260,MONTPENSIER
2B047,20224,CALACUCCIA
71024,71110,BAUGY
56257,56490,LA TRINITE-PORHOET
10165,10220,GERAUDOT
67139,67310,FLEXBOURG
24157,24190,DOUZILLAC
65469,65120,VIEY
11358,11500,SAINT-MARTIN-LYS
09219,09800,ORGIBET
62204,62870,CAMPAGNE-LES-HESDIN
51381,51270,MONTMORT-LUCY
77517,77410,VILLEVAUDE
26110,26600,CROZES-HERMITAGE
27127,27400,CANAPPEVILLE
65455,65150,TUZAGUET
57623,57560,SAINT-QUIRIN
17467,17400,VERVANT
55296,55000,LISLE-EN-RIGAULT
43263,43490,VIELPRAT
27196,27340,LES DAMPS
66096,66720,LATOUR-DE-FRANCE
24128,24600,COMBERANCHE-ET-EPELUCHE
58225,58470,SAINCAIZE-MEAUCE
89264,89150,MONTACHER-VILLEGARDIN
08369,08220,LA ROMAGNE
2B164,20229,MONACIA-D'OREZZA
68176,68580,LARGITZEN
21465,21400,OBTREE
80305,80470,FERRIERES
52446,52190,SAINT-BROINGT-LES-FOSSES
26014,26260,ARTHEMONAY
53122,53160,JUBLAINS
70121,70400,CHAMPEY
61379,61130,SAINT-CYR-LA-ROSIERE
32417,32500,LA SAUVETAT
76261,76440,LA FERTE-SAINT-SAMSON
89060,89500,BUSSY-LE-REPOS
65194,65150,GENEREST
76206,76280,CUVERVILLE
80031,80910,ARVILLERS
02826,02140,VOULPAIX
36183,36210,SAINTE-CECILE
21617,21240,TALANT
60208,60590,ENENCOURT-LEAGE
31410,31140,PECHBONNIEU
14109,14250,BROUAY
07091,07200,FONS
09338,09130,VILLENEUVE-DU-LATOU
28050,28260,BONCOURT
62475,62810,IVERGNY
03205,03120,PERIGNY
67112,67120,DUTTLENHEIM
29041,29370,CORAY
16035,16450,BEAULIEU-SUR-SONNETTE
01337,01190,SAINT-BENIGNE
79201,79800,PAMPROUX
62515,62450,LIGNY-THILLOY
97219,97250,LE PRECHEUR
57605,57420,SAILLY-ACHATEL
38560,38730,VIRIEU
68212,68480,MOERNACH
60034,60130,AVRECHY
11120,11300,LA DIGNE-D'AVAL
21367,21130,MAGNY-MONTARLOT
50171,50440,ECULLEVILLE
31183,31260,FIGAROL
12036,12600,BROMMAT
59145,59147,CHEMY
14639,14340,SAINT-OUEN-LE-PIN
71179,71420,DOMPIERRE-SOUS-SANVIGNES
63472,63270,YRONDE-ET-BURON
21049,21580,BARJON
37010,37110,AUZOUER-EN-TOURAINE
44108,44330,MOUZILLON
32094,32110,CAUPENNE-D'ARMAGNAC
92014,92340,BOURG-LA-REINE
35003,35250,ANDOUILLE-NEUVILLE
83145,83670,VARAGES
40089,40700,DOAZIT
42225,42800,GENILAC
13054,13700,MARIGNANE
62631,62270,NUNCQ-HAUTECOTE
28342,28400,SAINT-JEAN-PIERRE-FIXTE
31005,31420,ALAN
67264,67480,LEUTENHEIM
27505,27390,SAINT-AGNAN-DE-CERNIERES
11191,11330,LAROQUE-DE-FA
38538,38420,LE VERSOUD
83135,83670,TAVERNES
76397,76590,LONGUEVILLE-SUR-SCIE
49072,49600,LA CHAPELLE-DU-GENET
65347,65370,OURDE
23150,23000,PEYRABOUT
2B264,20244,RUSIO
68262,68470,RANSPACH
32132,32500,FLEURANCE
56081,56560,GUISCRIFF
15267,15130,YTRAC
32169,32260,LABARTHE
65458,65400,UZ
08441,08250,TERMES
51282,51390,GUEUX
27681,27200,VERNON
46010,46090,AUJOLS
70519,70190,VANDELANS
18229,18110,SAINT-PALAIS
36223,36310,TILLY
17036,17620,BEAUGEAY
38076,38110,LA CHAPELLE-DE-LA-TOUR
2B261,20247,ROGLIANO
64244,64400,GEUS-D'OLORON
62241,62630,CORMONT
44143,44400,REZE
17213,17330,LOZAY
23209,23130,SAINT-LOUP
77217,77166,GRISY-SUISNES
69093,69870,GRANDRIS
65113,65190,BURG
70187,70400,CREVANS-ET-LA-CHAPELLE-LES-GRANGES
97404,97427,L'ETANG-SALE
60645,60590,TRIE-LA-VILLE
67200,67150,HIPSHEIM
26061,26260,BREN
77129,77840,COULOMBS-EN-VALOIS
76530,76560,ROBERTOT
44127,44140,LA PLANCHE
77387,77710,REMAUVILLE
57535,57410,PETIT-REDERCHING
02168,02400,CHATEAU-THIERRY
88092,88270,CHARMOIS-L'ORGUEILLEUX
42056,42410,CHAVANAY
08453,08400,TOGES
09066,09000,BRASSAC
65462,65700,VIDOUZE
69023,69460,BLACE
73105,73360,LES ECHELLES
31478,31540,SAINT-FELIX-LAURAGAIS
95270,95420,GENAINVILLE
67410,67560,ROSENWILLER
64341,64130,LICHOS
26356,26460,TRUINAS
05151,05120,SAINT-MARTIN-DE-QUEYRIERES
56230,56910,SAINT-NICOLAS-DU-TERTRE
07035,07440,BOFFRES
27373,27480,LORLEAU
32378,32400,SAINT-GERME
2B023,20276,ASCO
27316,27350,HAUVILLE
51173,51480,CORMOYEUX
32327,32260,POUY-LOUBRIN
25596,25530,VELLEROT-LES-VERCEL
15010,15200,ARCHES
82002,82350,ALBIAS
57764,57330,ZOUFFTGEN
80174,80500,LE CARDONNOIS
31394,31110,MOUSTAJON
55575,55130,VOUTHON-HAUT
78188,78270,CRAVENT
21674,21520,VEUXHAULLES-SUR-AUBE
68319,68720,SPECHBACH-LE-BAS
19021,19290,BELLECHASSAGNE
14632,14350,SAINT-MARTIN-DON
71588,71600,VITRY-EN-CHAROLLAIS
16215,16210,MEDILLAC
02795,02290,VIC-SUR-AISNE
76746,76540,VINNEMERVILLE
24307,24440,NAUSSANNES
23012,23400,AURIAT
59237,59270,FLETRE
71101,71270,CHARETTE-VARENNES
21377,21350,MARCELLOIS
31329,31540,MAURENS
67403,67350,RINGENDORF
27104,27380,BOURG-BEAUDOUIN
63057,63880,LE BRUGERON
62868,62770,WAIL
25190,25490,DAMPIERRE-LES-BOIS
64038,64200,ARCANGUES
30335,30460,VABRES
35173,35520,MELESSE
42110,42152,L'HORME
2A006,20167,ALATA
77210,77130,LA GRANDE-PAROISSE
27114,27640,BREUILPONT
97106,97125,BOUILLANTE
55093,55300,BUXIERES-SOUS-LES-COTES
28311,28310,LE PUISET
38414,38970,SAINTE-LUCE
02388,02360,IVIERS
21131,21250,CHAMBLANC
21615,21430,SUSSEY
01036,01260,BELMONT-LUTHEZIEU
32369,32370,SAINTE-CHRISTIE-D'ARMAGNAC
71146,71250,CORTAMBERT
32038,32600,BEAUPUY
73141,73800,LAISSAUD
57426,57935,LUTTANGE
71095,71800,LA CHAPELLE-SOUS-DUN
63130,63700,LA CROUZILLE
18188,18400,PRIMELLES
16155,16140,LES GOURS
10437,10260,VIREY-SOUS-BAR
86004,86260,ANGLES-SUR-L'ANGLIN
32247,32200,MAURENS
21501,21320,POUILLY-EN-AUXOIS
57352,57130,JUSSY
46067,46600,CAZILLAC
08105,08000,CHARLEVILLE-MEZIERES
42051,42410,LA CHAPELLE-VILLARS
68337,68210,TRAUBACH-LE-HAUT
62643,62230,OUTREAU
63325,63800,SAINT-BONNET-LES-ALLIER
31316,31440,MARIGNAC
63312,63220,SAINT-ALYRE-D'ARLANC
03051,03370,CHAMBERAT
53026,53320,BEAULIEU-SUR-OUDON
79009,79210,AMURE
55028,55110,BANTHEVILLE
53191,53350,LA ROE
15041,15300,LA CHAPELLE-D'ALAGNON
30123,30660,GALLARGUES-LE-MONTUEUX
50583,50450,SOURDEVAL-LES-BOIS
21193,21250,CORGENGOUX
07090,07000,FLAVIAC
28273,28160,MOULHARD
25553,25250,SOYE
69051,69440,CHAUSSAN
61078,61100,CERISY-BELLE-ETOILE
31247,31800,LABARTHE-RIVIERE
27459,27230,LES PLACES
55128,55260,COURCELLES-SUR-AIRE
37098,37800,DRACHE
02580,02210,OULCHY-LE-CHATEAU
27659,27930,LA TRINITE
37169,37110,NEUVILLE-SUR-BRENNE
25018,25340,ANTEUIL
31243,31540,JUZES
35263,35350,SAINT-COULOMB
51240,51340,ETREPY
56076,56310,GUERN
23104,23600,LAVAUFRANCHE
16240,16390,NABINAUD
88220,88410,GRIGNONCOURT
22290,22570,SAINT-GELVEN
51373,51290,MONCETZ-L'ABBAYE
41204,41350,SAINT-CLAUDE-DE-DIRAY
71265,71530,LA LOYERE
15183,15130,SAINT-ETIENNE-DE-CARLAT
60135,60730,CAUVIGNY
25490,25640,RIGNEY
51098,51330,BUSSY-LE-REPOS
25460,25440,POINTVILLERS
59541,59730,SAINT-PYTHON
31227,31120,GOYRANS
09021,09120,ARTIX
09130,09000,GANAC
09059,09800,BONAC-IRAZEIN
53142,53250,MADRE
67404,67690,RITTERSHOFFEN
26248,26150,PONTAIX
42242,42800,SAINT-JOSEPH
28302,28190,PONTGOUIN
02337,02260,FROIDESTREES
07027,07800,BEAUCHASTEL
57261,57410,GROS-REDERCHING
11106,11110,COURSAN
29125,29390,LEUHAN
71023,71370,BAUDRIERES
26302,26190,SAINTE-EULALIE-EN-ROYANS
50357,50410,MORIGNY
25269,25640,GERMONDANS
21685,21450,VILLAINES-EN-DUESMOIS
32425,32600,SEGOUFIELLE
37141,37150,LUZILLE
68354,68230,WALBACH
68190,68480,LUCELLE
89250,89144,MERE
61080,61320,CHAHAINS
80475,80240,LIERAMONT
27527,27800,SAINT-CYR-DE-SALERNE
27168,27430,CONNELLES
71078,71510,CHAMILLY
18161,18600,NEUILLY-EN-DUN
65446,65140,TOSTAT
19282,19360,VENARSAL
06161,06270,VILLENEUVE-LOUBET
08186,08240,GERMONT
32186,32260,LAMAGUERE
67176,67110,GUNDERSHOFFEN
02671,02300,SAINT-AUBIN
16390,16140,TUSSON
06144,06420,LA TOUR
28214,28240,LA LOUPE
31156,31480,COX
18074,18300,COUARGUES
54600,54370,XOUSSE
16271,16400,PUYMOYEN
02772,02590,VAUX-EN-VERMANDOIS
34303,34520,SORBS
49192,49360,MAULEVRIER
11380,11230,SONNAC-SUR-L'HERS
89459,89150,VILLENEUVE-LA-DONDAGRE
26034,26730,LA BAUME-D'HOSTUN
49206,49230,MONTFAUCON-MONTIGNE
09239,09460,QUERIGUT
60478,60620,ORMOY-LE-DAVIEN
33056,33290,BLANQUEFORT
26099,26230,COLONZELLE
43152,43000,POLIGNAC
68366,68320,WICKERSCHWIHR
35026,35750,BLERUAIS
85267,85450,SAINTE-RADEGONDE-DES-NOYERS
54038,54122,AZERAILLES
81065,81100,CASTRES
72122,72160,DUNEAU
39327,39570,MESSIA-SUR-SORNE
27109,27170,BRAY
22150,22200,LE MERZER
17414,17138,SAINT-XANDRE
30349,30260,VIC-LE-FESQ
62127,62650,BEZINGHEM
54037,54210,AZELOT
33362,33910,SABLONS
84042,84160,CUCURON
10187,10110,LANDREVILLE
36057,36130,COINGS
62502,62136,LESTREM
76169,76430,LA CERLANGUE
2B055,20252,CAMPITELLO
38276,38300,NIVOLAS-VERMELLE
13059,13650,MEYRARGUES
42127,42300,MABLY
30084,30200,CODOLET
32282,32550,MONTEGUT
78168,78310,COIGNIERES
25312,25110,HYEVRE-MAGNY
86045,86600,CELLE-LEVESCAULT
01355,01380,SAINT-GENIS-SUR-MENTHON
30235,30210,SAINT-BONNET-DU-GARD
97617,97680,TSINGONI
97310,97311,ROURA
24313,24170,ORLIAC
15172,15220,SAINT-ANTOINE
90060,90150,LAGRANGE
14717,14500,TRUTTEMER-LE-GRAND
25129,25290,CHASSAGNE-SAINT-DENIS
70227,70310,FAUCOGNEY-ET-LA-MER
27288,27290,GLOS-SUR-RISLE
08357,08450,REMILLY-AILLICOURT
86065,86370,CHATEAU-LARCHER
38230,38300,MEYRIE
32093,32400,CAUMONT
07178,07380,PONT-DE-LABEAUME
12237,12560,SAINT-LAURENT-D'OLT
24429,24160,SAINT-JORY-LAS-BLOUX
50558,50250,SAINT-SYMPHORIEN-LE-VALOIS
11316,11230,RIVEL
69201,69610,SAINTE-FOY-L'ARGENTIERE
79022,79600,AVAILLES-THOUARSAIS
40201,40250,MUGRON
26325,26140,SAINT-RAMBERT-D'ALBON
08032,08310,AUSSONCE
16081,16140,LA CHAPELLE
64036,64120,ARBOUET-SUSSAUTE
78404,78940,MILLEMONT
54181,54680,ERROUVILLE
21083,21430,BLANOT
32035,32410,BEAUCAIRE
77161,77130,DORMELLES
57446,57670,MARIMONT-LES-BENESTROFF
65177,65220,FONTRAILLES
95170,95450,CONDECOURT
79024,79400,AZAY-LE-BRULE
73307,73450,VALMEINIER
29237,29800,LA ROCHE-MAURICE
31380,31560,MONTGEARD
16304,16100,SAINT-BRICE
13040,13710,FUVEAU
24168,24560,PLAISANCE
33332,33660,PORCHERES
78407,78125,MITTAINVILLE
23241,23190,SAINT-SILVAIN-BELLEGARDE
40074,40330,CASTEL-SARRAZIN
89283,89560,OUANNE
80381,80370,GORGES
79191,79000,NIORT
89042,89420,BIERRY-LES-BELLES-FONTAINES
14253,14410,ESTRY
80071,80630,BEAUVAL
17189,17320,HIERS-BROUAGE
38368,38140,SAINT-BLAISE-DU-BUIS
80339,80170,FOUQUESCOURT
88495,88000,VAUDEVILLE
29236,29340,RIEC-SUR-BELON
54565,54360,VIGNEULLES
56260,56000,VANNES
08333,08250,OLIZY-PRIMAT
38056,38870,BRESSIEUX
23112,23360,LOURDOUEIX-SAINT-PIERRE
12266,12290,SEGUR
01415,01510,TALISSIEU
02123,02240,BRISSAY-CHOIGNY
71237,71540,IGORNAY
28110,28630,LE COUDRAY
97221,97215,RIVIERE-SALEE
31507,31530,SAINT-PAUL-SUR-SAVE
84086,84580,OPPEDE
59578,59189,STEENBECQUE
71125,71250,CHERIZET
22302,22750,SAINT-JACUT-DE-LA-MER
68180,68800,LEIMBACH
80014,80240,AIZECOURT-LE-BAS
2A331,20128,URBALACONE
2B347,20242,VEZZANI
19041,19150,CHANAC-LES-MINES
45236,45330,ORVEAU-BELLESAUVE
50025,50300,AVRANCHES
02038,02360,LES AUTELS
40061,40090,CAMPAGNE
80158,80400,BUVERCHY
80826,80460,WOIGNARUE
24077,24140,CAMPSEGRET
76666,76440,SAUMONT-LA-POTERIE
52544,52400,VOISEY
48166,48400,SAINT-LAURENT-DE-TREVES
29023,29660,CARANTEC
21705,21690,VILLOTTE-SAINT-SEINE
70130,70700,CHARCENNE
42297,42110,SALVIZINET
51528,51340,SCRUPT
51205,51400,DAMPIERRE-AU-TEMPLE
03114,03340,LA FERTE-HAUTERIVE
81175,81630,MONTDURAUSSE
82169,82210,SAINT-NICOLAS-DE-LA-GRAVE
48042,48000,CHASTEL-NOUVEL
25467,25115,POUILLEY-LES-VIGNES
19141,19340,MONESTIER-MERLINES
33468,33350,SAINTE-RADEGONDE
60156,60280,CLAIROIX
23142,23200,NEOUX
70488,70160,SENONCOURT
86056,86470,LA CHAPELLE-MONTREUIL
30321,30250,SOMMIERES
50428,50520,REFFUVEILLE
77403,77160,SAINT-BRICE
40161,40240,LUBBON
21288,21150,FROLOIS
32388,32200,SAINTE-MARIE
06150,06320,LA TURBIE
18199,18160,SAINT-BAUDEL
89133,89116,CUDOT
02620,02370,PRESLES-ET-BOVES
78068,78270,BLARU
54301,54760,LANFROICOURT
69212,69380,SAINT-JEAN-DES-VIGNES
21476,21360,PAINBLANC
71453,71110,SAINT-MARTIN-DU-LAC
17190,17137,L'HOUMEAU
17105,17510,CHIVES
38241,38970,MONESTIER-D'AMBEL
80703,80430,SAINT-GERMAIN-SUR-BRESLE
12154,12400,MONTLAUR
52370,52300,OSNE-LE-VAL
21477,21540,PANGES
31038,31380,AZAS
73089,73800,COISE-SAINT-JEAN-PIED-GAUTHIER
44008,44450,BARBECHAT
51075,51110,BOURGOGNE
76194,76111,CRIQUEBEUF-EN-CAUX
31461,31160,ROUEDE
26038,26600,BEAUMONT-MONTEUX
51590,51340,VANAULT-LES-DAMES
10124,10190,DIERREY-SAINT-JULIEN
42055,42140,CHATELUS
38358,38440,SAINTE-ANNE-SUR-GERVONDE
71410,71370,SAINT-ETIENNE-EN-BRESSE
53089,53200,DAON
65155,65230,DEVEZE
80021,80000,AMIENS
68065,68210,CHAVANNES-SUR-L'ETANG
27436,27190,NOGENT-LE-SEC
65382,65370,SACOUE
44045,44360,CORDEMAIS
61010,61120,AUBRY-LE-PANTHOU
82064,82500,GARIES
54026,54370,ATHIENVILLE
08078,08230,BOURG-FIDELE
71538,71440,THUREY
59221,59300,FAMARS
86196,86120,POUANCAY
17349,17170,SAINT-JEAN-DE-LIVERSAY
39342,39230,MONAY
03089,03330,COUTANSOUZE
85255,85580,SAINT-MICHEL-EN-L'HERM
29126,29260,LOC-BREVALAIRE
28344,28700,SAINT-LEGER-DES-AUBEES
35254,35410,SAINT-AUBIN-DU-PAVAIL
37008,37270,ATHEE-SUR-CHER
47220,47160,RAZIMET
67120,67140,EICHHOFFEN
87024,87460,BUJALEUF
86058,86210,LA CHAPELLE-MOULIERE
69068,69270,COUZON-AU-MONT-D'OR
15047,15300,CHAVAGNAC
32144,32230,GAZAX-ET-BACCARISSE
79116,79350,FAYE-L'ABBESSE
22199,22740,PLEUMEUR-GAUTIER
19258,19220,SERVIERES-LE-CHATEAU
25091,25120,LES BRESEUX
61077,61000,CERISE
09084,09350,CASTEX
62121,62450,BEUGNATRE
32296,32110,NOGARO
77035,77940,BLENNES
42129,42520,MACLAS
33051,33380,BIGANOS
10297,10150,PONT-SAINTE-MARIE
82182,82190,TOUFFAILLES
27453,27910,PERRIERS-SUR-ANDELLE
73097,73190,CURIENNE
38258,38120,MONT-SAINT-MARTIN
21197,21150,CORPOYER-LA-CHAPELLE
36245,36250,VILLERS-LES-ORMES
60083,60123,BONNEUIL-EN-VALOIS
97111,97126,DESHAIES
14201,14340,CREVECOEUR-EN-AUGE
68188,68610,LINTHAL
54395,54000,NANCY
03211,03410,PREMILHAT
49155,49220,GREZ-NEUVILLE
02156,02270,CHALANDRY
50133,50600,CHEVREVILLE
16019,16290,ASNIERES-SUR-NOUERE
57566,57445,REDING
59514,59131,ROUSIES
63314,63890,SAINT-AMANT-ROCHE-SAVINE
37172,37390,NOTRE-DAME-D'OE
65361,65140,PEYRUN
23099,23250,JANAILLAT
03025,03340,BESSAY-SUR-ALLIER
